"age","gender","driving_experience","education","income","credit_score","vehicle_ownership","vehicle_year","married","children","annual_mileage","speeding_violations","duis","past_accidents","outcome","zipcode"
"16-25","male","0-9y","high school","poverty",0.526486257961421,"0","before 2015","0","0",14000,0,0,0,"1","3"
"65+","male","30y+","university","upper class",0.520543721137825,"1","before 2015","1","1",12000,5,0,5,"0","1"
"26-39","male","10-19y","university","upper class",0.723245027809421,"0","after 2015","0","1",12000,0,1,1,"0","1"
"65+","male","0-9y","university","upper class",0.59183990627121,"1","before 2015","1","1",12000,0,0,0,"0","1"
"65+","male","30y+","high school","upper class",0.532077972694518,"1","after 2015","1","1",10000,4,1,2,"0","1"
"40-64","male","20-29y","high school","working class",0.324743830546697,"1","before 2015","1","1",10000,4,0,3,"0","1"
"26-39","female","10-19y","high school","poverty",0.307021811762124,"0","before 2015","1","1",9000,1,0,0,"0","1"
"40-64","male","20-29y","university","upper class",0.592426314405568,"1","before 2015","0","1",12000,6,1,7,"0","1"
"65+","male","30y+","university","upper class",0.688515888735973,"1","after 2015","1","1",12000,7,0,5,"0","1"
"40-64","female","20-29y","high school","middle class",0.615365260648286,"1","after 2015","0","0",17000,0,0,0,"1","2"
"16-25","female","0-9y","high school","poverty",0.342238915752367,"0","before 2015","0","1",12000,0,0,0,"1","1"
"16-25","male","0-9y","none","poverty",0.247335921969393,"1","before 2015","1","1",9000,0,0,0,"1","1"
"40-64","female","20-29y","university","upper class",0.621845827337408,"0","after 2015","0","1",15000,0,0,0,"0","1"
"40-64","female","20-29y","none","working class",NA,"1","before 2015","0","0",19000,1,0,1,"0","1"
"65+","female","10-19y","university","middle class",0.470399820266565,"1","before 2015","1","1",8000,4,0,0,"0","3"
"26-39","female","0-9y","none","working class",NA,"0","before 2015","0","1",13000,0,0,0,"1","1"
"26-39","male","10-19y","university","upper class",0.719918789869379,"1","after 2015","1","1",11000,0,0,3,"0","1"
"26-39","female","0-9y","none","working class",0.417467705174472,"1","before 2015","1","0",9000,0,0,0,"0","1"
"26-39","male","0-9y","high school","working class",NA,"1","before 2015","1","1",NA,0,0,0,"1","1"
"65+","male","30y+","university","upper class",0.636268271000009,"1","after 2015","1","1",NA,9,0,2,"0","3"
"26-39","male","10-19y","none","middle class",0.514259057240214,"1","before 2015","0","0",12000,1,0,0,"1","1"
"65+","male","30y+","university","upper class",0.636166500908433,"1","after 2015","1","1",14000,6,0,3,"0","1"
"16-25","male","0-9y","university","working class",0.542327880869863,"0","before 2015","0","0",14000,0,0,0,"1","3"
"16-25","female","0-9y","none","poverty",0.478493652482896,"1","after 2015","0","1",16000,0,0,0,"0","1"
"40-64","female","20-29y","high school","upper class",0.549140285846356,"1","before 2015","0","1",NA,2,0,0,"0","9"
"40-64","male","20-29y","high school","middle class",0.505099201641905,"0","before 2015","0","0",18000,0,1,1,"1","1"
"16-25","female","0-9y","high school","working class",0.370520042746264,"1","before 2015","0","0",13000,0,0,0,"1","1"
"40-64","female","20-29y","high school","middle class",0.455211435758876,"1","after 2015","1","0",16000,1,1,1,"0","1"
"16-25","female","0-9y","none","working class",0.530699754687861,"1","after 2015","0","0",12000,0,0,0,"0","1"
"26-39","male","10-19y","university","middle class",0.571104689548453,"1","before 2015","1","0",13000,4,1,2,"0","1"
"40-64","male","0-9y","university","upper class",0.60960497937291,"1","after 2015","0","0",15000,0,0,0,"0","1"
"16-25","female","0-9y","none","poverty",0.303985583468257,"0","before 2015","0","1",13000,0,0,0,"1","1"
"40-64","female","0-9y","high school","upper class",0.599969044999545,"1","after 2015","0","0",13000,0,0,0,"1","3"
"65+","male","30y+","university","upper class",0.786253165126982,"1","before 2015","1","1",6000,8,1,2,"0","3"
"40-64","female","20-29y","high school","upper class",0.705179397776108,"1","before 2015","1","1",12000,3,0,3,"0","1"
"40-64","female","20-29y","university","middle class",0.539815613740029,"0","before 2015","0","1",14000,1,0,0,"0","1"
"65+","female","30y+","none","working class",0.325629713318467,"0","after 2015","0","1",11000,2,0,1,"0","9"
"40-64","female","0-9y","none","upper class",0.44667522334491,"1","before 2015","1","1",6000,0,0,0,"1","3"
"40-64","male","10-19y","high school","poverty",0.244700282255466,"0","after 2015","0","1",13000,0,0,0,"1","3"
"40-64","male","10-19y","university","upper class",NA,"1","before 2015","1","1",12000,3,0,3,"0","1"
"26-39","female","0-9y","high school","middle class",0.561029969529805,"1","before 2015","0","0",17000,0,0,0,"0","1"
"16-25","female","0-9y","none","poverty",0.357690476762901,"0","before 2015","0","0",17000,0,0,0,"1","1"
"16-25","male","0-9y","high school","working class",0.637030018092704,"0","after 2015","0","0",13000,0,0,0,"0","1"
"40-64","female","20-29y","university","upper class",0.612433309524402,"1","before 2015","0","1",10000,0,0,2,"0","1"
"65+","female","30y+","university","upper class",0.632774532099898,"1","after 2015","1","1",11000,1,0,2,"0","1"
"26-39","male","10-19y","university","middle class",0.683451172126443,"0","before 2015","0","0",15000,2,1,0,"0","1"
"65+","female","0-9y","high school","middle class",0.567702030330974,"1","before 2015","1","1",NA,0,0,0,"1","9"
"26-39","female","10-19y","high school","middle class",0.621569254710193,"0","before 2015","0","1",17000,1,0,0,"0","1"
"16-25","male","0-9y","university","upper class",0.616109811399025,"0","before 2015","0","1",14000,0,0,0,"1","1"
"16-25","male","0-9y","high school","working class",NA,"0","after 2015","0","0",13000,0,0,0,"1","9"
"40-64","female","20-29y","high school","upper class",NA,"1","after 2015","1","0",11000,0,2,0,"0","3"
"40-64","female","10-19y","high school","middle class",0.584587440428706,"1","before 2015","0","1",11000,0,0,0,"0","3"
"16-25","male","0-9y","university","middle class",0.573115859802345,"1","before 2015","0","0",14000,0,0,0,"1","1"
"16-25","male","0-9y","high school","poverty",0.384204003715609,"0","after 2015","0","0",18000,0,0,0,"1","1"
"40-64","female","20-29y","university","upper class",0.570023397162383,"1","after 2015","1","1",10000,4,0,1,"0","1"
"40-64","female","10-19y","university","upper class",0.61828560142696,"1","before 2015","1","1",10000,3,0,0,"0","3"
"40-64","male","20-29y","none","poverty",0.395528058056971,"0","before 2015","0","1",13000,1,0,1,"0","3"
"26-39","male","0-9y","high school","working class",0.283360243279134,"1","before 2015","1","1",12000,0,0,0,"0","1"
"65+","male","10-19y","high school","upper class",0.61457193658223,"1","before 2015","0","1",14000,0,0,0,"0","1"
"26-39","male","10-19y","none","working class",0.472304486779992,"0","before 2015","0","0",14000,1,0,0,"0","1"
"16-25","female","0-9y","high school","poverty",0.415385542506304,"0","before 2015","0","0",13000,0,0,0,"1","1"
"26-39","male","10-19y","high school","upper class",0.718439764450859,"1","after 2015","0","0",12000,2,0,1,"0","1"
"26-39","female","10-19y","high school","middle class",0.551338719221221,"1","after 2015","0","0",13000,0,0,0,"0","1"
"65+","female","30y+","university","upper class",NA,"1","after 2015","0","1",NA,3,0,1,"0","3"
"26-39","female","10-19y","none","poverty",0.434221799057282,"1","before 2015","0","0",12000,0,0,2,"0","1"
"16-25","female","0-9y","high school","poverty",0.456631987155053,"0","before 2015","0","0",16000,0,0,0,"1","1"
"26-39","female","10-19y","university","upper class",0.57697732545373,"1","before 2015","0","0",14000,2,0,1,"0","3"
"26-39","male","10-19y","high school","working class",0.439611638321647,"1","after 2015","0","1",17000,0,1,0,"0","1"
"26-39","female","10-19y","university","upper class",0.528872979935168,"1","before 2015","0","1",14000,0,0,0,"0","1"
"65+","male","0-9y","none","working class",0.468755540984749,"1","before 2015","1","1",8000,0,0,0,"0","3"
"40-64","female","10-19y","high school","upper class",0.667112798341018,"1","after 2015","0","0",10000,0,1,0,"0","1"
"16-25","female","0-9y","none","poverty",0.467410045698147,"0","before 2015","0","1",14000,0,0,0,"1","1"
"40-64","male","10-19y","high school","upper class",0.819627685017124,"1","after 2015","1","1",13000,5,0,1,"1","3"
"26-39","male","10-19y","none","working class",0.374520464409505,"1","before 2015","0","1",14000,1,0,1,"1","1"
"65+","male","30y+","high school","upper class",0.734091843664735,"1","before 2015","1","1",12000,4,1,3,"0","1"
"16-25","male","0-9y","none","poverty",0.376096101142008,"1","before 2015","0","1",13000,0,0,0,"1","1"
"26-39","male","10-19y","university","upper class",0.450825753102389,"1","after 2015","0","1",12000,1,0,0,"0","9"
"65+","female","30y+","high school","upper class",0.639079042544666,"1","before 2015","1","1",13000,1,1,0,"0","3"
"26-39","male","0-9y","university","working class",0.388131979866247,"0","after 2015","0","1",15000,0,0,0,"1","3"
"16-25","female","0-9y","none","poverty",0.409103097693153,"0","before 2015","0","0",18000,0,0,0,"1","1"
"65+","female","20-29y","high school","middle class",0.461447564921491,"1","after 2015","1","1",13000,2,0,2,"0","1"
"40-64","female","20-29y","high school","middle class",0.573201840335965,"0","before 2015","1","1",NA,4,0,1,"0","3"
"16-25","female","0-9y","none","poverty",0.362858054962891,"1","before 2015","0","1",NA,0,0,0,"1","1"
"26-39","male","10-19y","high school","middle class",0.529958005046441,"1","before 2015","0","0",18000,0,1,1,"1","1"
"16-25","female","0-9y","high school","middle class",0.550975404311191,"1","before 2015","0","0",13000,0,0,0,"1","3"
"16-25","female","0-9y","high school","working class",0.506414608173218,"0","before 2015","0","1",10000,0,0,0,"1","1"
"26-39","male","10-19y","university","working class",0.465045856153982,"0","before 2015","1","0",NA,4,2,1,"0","3"
"65+","female","30y+","university","upper class",0.649307673025387,"1","before 2015","1","1",8000,2,0,4,"0","9"
"26-39","female","10-19y","high school","working class",0.396318147827368,"1","before 2015","0","1",14000,2,0,0,"0","3"
"26-39","male","10-19y","high school","upper class",0.65795981715464,"1","after 2015","0","1",11000,1,0,1,"0","1"
"16-25","female","0-9y","high school","poverty",0.318731245136788,"1","before 2015","1","0",10000,0,0,0,"0","1"
"40-64","male","20-29y","university","upper class",0.457278601424131,"1","after 2015","1","1",9000,5,2,2,"0","1"
"26-39","male","10-19y","high school","upper class",0.478610066172062,"1","before 2015","1","1",13000,2,0,2,"0","1"
"26-39","female","0-9y","none","poverty",0.377370645175901,"0","before 2015","0","1",NA,0,0,0,"1","1"
"40-64","male","0-9y","university","upper class",0.711333877409959,"1","before 2015","0","0",14000,0,0,0,"1","1"
"16-25","female","0-9y","high school","working class",0.48425438039245,"0","before 2015","0","0",17000,0,0,0,"1","1"
"65+","male","10-19y","high school","upper class",0.620280698586446,"1","before 2015","1","1",11000,2,0,1,"0","1"
"16-25","female","0-9y","none","poverty",0.331407984186196,"1","before 2015","0","0",8000,0,0,0,"1","3"
"16-25","male","0-9y","high school","middle class",0.319748554169924,"1","before 2015","1","1",9000,0,0,0,"0","1"
"65+","female","30y+","high school","upper class",0.739856729888181,"1","before 2015","0","1",11000,1,0,3,"0","9"
"26-39","female","10-19y","university","upper class",0.652948913049607,"1","after 2015","1","1",11000,1,0,2,"0","3"
"26-39","male","10-19y","none","poverty",0.365131606815138,"0","before 2015","0","0",16000,0,0,1,"1","1"
"16-25","female","0-9y","none","poverty",NA,"0","before 2015","0","0",NA,0,0,0,"1","1"
"40-64","female","10-19y","high school","upper class",0.512715649258927,"0","before 2015","0","1",7000,3,0,0,"0","3"
"26-39","male","10-19y","high school","working class",0.328632893317581,"0","before 2015","0","1",9000,0,1,5,"0","1"
"65+","female","0-9y","high school","upper class",0.74665586213578,"1","after 2015","0","0",NA,0,0,0,"0","1"
"40-64","male","0-9y","university","upper class",0.54449529759211,"1","after 2015","1","1",13000,0,0,0,"1","1"
"40-64","male","10-19y","university","upper class",NA,"1","before 2015","1","0",12000,0,0,1,"1","1"
"26-39","male","10-19y","high school","middle class",0.455209543286481,"1","after 2015","0","1",15000,1,0,2,"0","1"
"26-39","female","0-9y","high school","middle class",0.437925067004225,"1","after 2015","1","1",10000,0,0,0,"1","3"
"26-39","female","10-19y","university","upper class",0.693537002463564,"1","before 2015","1","1",7000,1,0,0,"0","3"
"16-25","male","0-9y","none","working class",0.399753721068014,"1","before 2015","0","0",13000,0,0,0,"0","1"
"26-39","female","10-19y","high school","middle class",0.428001633255618,"1","before 2015","1","0",12000,2,0,0,"0","1"
"40-64","male","20-29y","high school","poverty",0.197852333179713,"0","before 2015","0","1",15000,0,0,2,"0","1"
"40-64","male","0-9y","university","upper class",0.635859747133615,"1","after 2015","0","1",14000,0,0,0,"1","1"
"26-39","female","10-19y","none","poverty",0.394410299005292,"0","before 2015","1","1",13000,1,0,1,"0","9"
"40-64","male","20-29y","university","upper class",0.561307385120891,"1","before 2015","1","1",11000,2,0,3,"0","1"
"16-25","female","0-9y","high school","middle class",0.53011569283959,"1","before 2015","0","0",12000,0,0,0,"0","3"
"16-25","female","0-9y","high school","poverty",0.323193500277037,"0","before 2015","0","0",16000,0,0,0,"1","1"
"65+","female","0-9y","high school","upper class",0.566490402917243,"0","before 2015","1","1",11000,0,0,0,"1","1"
"26-39","female","0-9y","university","upper class",0.602838729274482,"1","before 2015","1","0",11000,0,0,0,"1","3"
"26-39","female","10-19y","university","upper class",0.652814026057979,"1","after 2015","1","1",11000,1,0,1,"0","1"
"65+","male","20-29y","university","upper class",0.582031928582745,"1","before 2015","1","1",10000,1,0,4,"0","1"
"40-64","female","20-29y","high school","middle class",0.441621284160832,"1","before 2015","1","1",10000,2,0,1,"0","1"
"40-64","male","0-9y","none","working class",0.481609009847404,"1","before 2015","1","1",12000,0,0,0,"0","1"
"40-64","male","20-29y","high school","upper class",0.687822708906343,"1","after 2015","1","1",NA,7,0,1,"0","3"
"65+","male","20-29y","university","upper class",0.606721576974647,"0","before 2015","1","1",11000,6,0,1,"0","1"
"26-39","male","10-19y","none","poverty",0.462608727881379,"0","before 2015","0","1",11000,1,1,2,"1","1"
"16-25","female","0-9y","high school","working class",0.581943569370693,"1","before 2015","1","1",11000,0,0,0,"1","1"
"16-25","female","0-9y","high school","poverty",0.344721470564196,"1","before 2015","1","0",13000,0,0,0,"1","1"
"65+","male","30y+","university","upper class",0.497724120160558,"1","after 2015","1","1",9000,1,1,4,"0","1"
"26-39","male","10-19y","high school","middle class",0.560565992936752,"1","before 2015","0","0",NA,0,0,6,"1","1"
"26-39","male","10-19y","none","poverty",0.490551249220439,"1","before 2015","1","0",NA,0,1,1,"1","9"
"40-64","male","20-29y","university","upper class",0.687021250711947,"1","before 2015","0","1",15000,2,0,1,"0","9"
"26-39","female","10-19y","university","upper class",0.534237813457679,"1","after 2015","1","1",13000,1,0,0,"0","1"
"65+","female","20-29y","university","upper class",0.76768551802982,"1","before 2015","1","1",11000,2,0,2,"0","1"
"40-64","female","20-29y","high school","upper class",0.654942816500423,"1","after 2015","1","0",12000,0,0,1,"0","1"
"16-25","male","0-9y","university","middle class",0.41480763135074,"0","before 2015","0","0",13000,0,0,0,"1","1"
"26-39","male","10-19y","high school","upper class",0.62385958391668,"1","before 2015","1","0",9000,5,0,1,"0","3"
